Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Homepage,Chrome 131.0.0.0,,,15-01-2025 15:28:15,15-01-2025 15:28:59,43.364s,PASSED
,,,,,,,
Test Cases/Specific Cases/LS/General/Homepage/My Agenda,Chrome 131.0.0.0,,,15-01-2025 15:28:16,15-01-2025 15:28:59,42.365s,PASSED
"callTestCase(findTestCase(""Common Cases/Login""), [:], STOP_ON_FAILURE)",Chrome 131.0.0.0,,,15-01-2025 15:28:19,15-01-2025 15:28:51,31.976s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Home/Homepage/Page_Home/a_Homepage""))",Chrome 131.0.0.0,,,15-01-2025 15:28:51,15-01-2025 15:28:54,3.041s,PASSED
"verifyElementText(findTestObject(""Object Repository/Specific Cases Repository/LS/Home/Homepage/Page_Home/span_Admission Agreement""), ""Admission Agreement"")",Chrome 131.0.0.0,,,15-01-2025 15:28:54,15-01-2025 15:28:56,2.350s,PASSED
"verifyElementText(findTestObject(""Object Repository/Specific Cases Repository/LS/Home/Homepage/Page_Home/span_C Automation, C Client""), ""C Automation, C Client"")",Chrome 131.0.0.0,,,15-01-2025 15:28:56,15-01-2025 15:28:57,0.334s,PASSED
"verifyElementText(findTestObject(""Object Repository/Specific Cases Repository/LS/Home/Homepage/Page_Home/span_B Automation, B Client""), ""B Automation, B Client"")",Chrome 131.0.0.0,,,15-01-2025 15:28:57,15-01-2025 15:28:57,0.681s,PASSED
"verifyElementText(findTestObject(""Object Repository/Specific Cases Repository/LS/Home/Homepage/Page_Home/span_C Automation, C Client_1""), ""C Automation, C Client"")",Chrome 131.0.0.0,,,15-01-2025 15:28:57,15-01-2025 15:28:58,0.337s,PASSED
"verifyElementText(findTestObject(""Object Repository/Specific Cases Repository/LS/Home/Homepage/Page_Home/span_A Automation, A Client""), ""A Automation, A Client"")",Chrome 131.0.0.0,,,15-01-2025 15:28:58,15-01-2025 15:28:58,0.303s,PASSED
closeBrowser(),Chrome 131.0.0.0,,,15-01-2025 15:28:58,15-01-2025 15:28:59,0.517s,PASSED
