Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Census,Chrome 131.0.0.0,,,25-11-2024 12:37:34,25-11-2024 12:45:41,8m - 7.197s,FAILED
,,,,,,,
Test Cases/Specific Cases/LS/General/Census/Census/Census_Location_Filter,Chrome 131.0.0.0,,Census,25-11-2024 12:37:34,25-11-2024 12:38:10,36.036s,PASSED
"callTestCase(findTestCase(""Common Cases/Login""), [:], STOP_ON_FAILURE)",Chrome 131.0.0.0,,,25-11-2024 12:37:34,25-11-2024 12:37:45,10.088s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Home/Census/Census_Filters/Page_Home/Page_Home/a_Census""))",Chrome 131.0.0.0,,,25-11-2024 12:37:45,25-11-2024 12:37:45,0.812s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Home/Census/Census_Filters/Page_Home/Program_Filter/Page_Home/ul_All""))",Chrome 131.0.0.0,,,25-11-2024 12:37:45,25-11-2024 12:37:47,2.105s,PASSED
"setText(findTestObject(""Object Repository/Specific Cases Repository/LS/Home/Census/Census_Filters/Page_Home/Program_Filter/Page_Home/input__select2-search__field""), ""all"")",Chrome 131.0.0.0,,,25-11-2024 12:37:48,25-11-2024 12:37:48,0.764s,PASSED
"sendKeys(findTestObject(""Object Repository/Specific Cases Repository/LS/Home/Census/Census_Filters/Page_Home/Program_Filter/Page_Home/input__select2-search__field""), Keys.chord(ENTER))",Chrome 131.0.0.0,,,25-11-2024 12:37:48,25-11-2024 12:37:49,0.517s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Home/Census/Census_Filters/Page_Home/Page_Home/ul_All""))",Chrome 131.0.0.0,,,25-11-2024 12:37:49,25-11-2024 12:37:49,0.267s,PASSED
"setText(findTestObject(""Object Repository/Specific Cases Repository/LS/Home/Census/Census_Filters/Page_Home/Page_Home/Location Filter""), ""all"")",Chrome 131.0.0.0,,,25-11-2024 12:37:49,25-11-2024 12:37:50,0.789s,PASSED
"sendKeys(findTestObject(""Object Repository/Specific Cases Repository/LS/Home/Census/Census_Filters/Page_Home/Page_Home/Location Filter""), Keys.chord(ENTER))",Chrome 131.0.0.0,,,25-11-2024 12:37:50,25-11-2024 12:37:50,0.505s,PASSED
"verifyElementText(findTestObject(""Object Repository/Specific Cases Repository/LS/Home/Census/Census_Filters/Page_Home/Page_Home/td_Cat Treatment Center""), ""Cat Treatment Center"")",Chrome 131.0.0.0,,,25-11-2024 12:37:50,25-11-2024 12:37:51,0.265s,PASSED
"verifyElementText(findTestObject(""Object Repository/Specific Cases Repository/LS/Home/Census/Census_Filters/Page_Home/Page_Home/td_Dog Treatment Center""), ""Dog Treatment Center"")",Chrome 131.0.0.0,,,25-11-2024 12:37:51,25-11-2024 12:37:51,0.278s,PASSED
"verifyElementText(findTestObject(""Object Repository/Specific Cases Repository/LS/Home/Census/Census_Filters/Page_Home/Page_Home/td_Satellite Office""), ""Satellite Office"")",Chrome 131.0.0.0,,,25-11-2024 12:37:51,25-11-2024 12:37:51,0.278s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Home/Census/Census_Filters/Page_Home/Page_Home/ul_All""))",Chrome 131.0.0.0,,,25-11-2024 12:37:51,25-11-2024 12:37:51,0.269s,PASSED
"setText(findTestObject(""Object Repository/Specific Cases Repository/LS/Home/Census/Census_Filters/Page_Home/Page_Home/Location Filter""), ""cat"")",Chrome 131.0.0.0,,,25-11-2024 12:37:51,25-11-2024 12:37:52,0.747s,PASSED
"sendKeys(findTestObject(""Object Repository/Specific Cases Repository/LS/Home/Census/Census_Filters/Page_Home/Page_Home/Location Filter""), Keys.chord(ENTER))",Chrome 131.0.0.0,,,25-11-2024 12:37:52,25-11-2024 12:37:53,0.519s,PASSED
"verifyElementText(findTestObject(""Object Repository/Specific Cases Repository/LS/Home/Census/Census_Filters/Page_Home/Page_Home/td_Cat Treatment Center""), ""Cat Treatment Center"")",Chrome 131.0.0.0,,,25-11-2024 12:37:53,25-11-2024 12:37:54,1.558s,PASSED
"verifyElementNotPresent(findTestObject(""Object Repository/Specific Cases Repository/LS/Home/Census/Census_Filters/Page_Home/Page_Home/td_Dog Treatment Center""), 0)",Chrome 131.0.0.0,,,25-11-2024 12:37:54,25-11-2024 12:37:55,0.352s,PASSED
