Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Calendar,Chrome 129.0.0.0,,,27-09-2024 15:37:16,27-09-2024 15:44:04,6m - 47.297s,FAILED
,,,,,,,
Test Cases/Specific Cases/LS/General/Calendar/Future Events Creation/Future_Calendar_Appointment,Chrome 129.0.0.0,,,27-09-2024 15:37:17,27-09-2024 15:37:49,32.642s,PASSED
"callTestCase(findTestCase(""Common Cases/Login""), [:], STOP_ON_FAILURE)",Chrome 129.0.0.0,,,27-09-2024 15:37:17,27-09-2024 15:37:26,9.386s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Calendar/Calendar_Events/Calendar_Events_Creation/Page_Home/a_Calendar""))",Chrome 129.0.0.0,,,27-09-2024 15:37:26,27-09-2024 15:37:29,3.084s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Calendar/Calendar_Events/Calendar_Events_Creation/Appointment/Page_Calendar/button_Create new""))",Chrome 129.0.0.0,,,27-09-2024 15:37:29,27-09-2024 15:37:30,0.535s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Calendar/Calendar_Events/Calendar_Events_Creation/Appointment/Page_Calendar/label_Appointment""))",Chrome 129.0.0.0,,,27-09-2024 15:37:30,27-09-2024 15:37:31,1.035s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Calendar/Calendar_Events/Calendar_Events_Creation/Appointment/Page_Calendar/span_Select Client""))",Chrome 129.0.0.0,,,27-09-2024 15:37:31,27-09-2024 15:37:31,0.516s,PASSED
"setText(findTestObject(""Object Repository/Specific Cases Repository/LS/Calendar/Calendar_Events/Calendar_Events_Creation/Appointment/Page_Calendar/Patien Name""), ""B Auto"")",Chrome 129.0.0.0,,,27-09-2024 15:37:31,27-09-2024 15:37:32,0.808s,PASSED
"sendKeys(findTestObject(""Object Repository/Specific Cases Repository/LS/Calendar/Calendar_Events/Calendar_Events_Creation/Appointment/Page_Calendar/Patien Name""), Keys.chord(ENTER))",Chrome 129.0.0.0,,,27-09-2024 15:37:32,27-09-2024 15:37:33,0.533s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Calendar/Calendar_Events/Calendar_Events_Creation/Appointment/Page_Calendar/span_Select Service""))",Chrome 129.0.0.0,,,27-09-2024 15:37:33,27-09-2024 15:37:34,0.828s,PASSED
"setText(findTestObject(""Object Repository/Specific Cases Repository/LS/Calendar/Calendar_Events/Calendar_Events_Creation/Appointment/Page_Calendar/Patien Name""), ""5 "")",Chrome 129.0.0.0,,,27-09-2024 15:37:34,27-09-2024 15:37:34,0.751s,PASSED
"sendKeys(findTestObject(""Object Repository/Specific Cases Repository/LS/Calendar/Calendar_Events/Calendar_Events_Creation/Appointment/Page_Calendar/Patien Name""), Keys.chord(ENTER))",Chrome 129.0.0.0,,,27-09-2024 15:37:34,27-09-2024 15:37:35,0.494s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Calendar/Calendar_Events/Calendar_Events_Creation/Appointment/Page_Calendar/input_Title_title_""))",Chrome 129.0.0.0,,,27-09-2024 15:37:35,27-09-2024 15:37:35,0.510s,PASSED
"setText(findTestObject(""Object Repository/Specific Cases Repository/LS/Calendar/Calendar_Events/Calendar_Events_Creation/Appointment/Page_Calendar/input_Title_title_""), ""Future Automation Test with B Automation, B Client MR# 24-11007: 5 Panel Drug Screen"")",Chrome 129.0.0.0,,,27-09-2024 15:37:35,27-09-2024 15:37:36,0.620s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Calendar/Calendar_Events/Calendar_Events_Creation/Appointment/Page_Calendar/Date""))",Chrome 129.0.0.0,,,27-09-2024 15:37:36,27-09-2024 15:37:36,0.302s,PASSED
"setText(findTestObject(""Object Repository/Specific Cases Repository/LS/Calendar/Calendar_Events/Calendar_Events_Creation/Appointment/Page_Calendar/Date""), Next_Week_Date)",Chrome 129.0.0.0,,,27-09-2024 15:37:36,27-09-2024 15:37:37,0.912s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Calendar/Calendar_Events/Calendar_Events_Creation/Appointment/Page_Calendar/Start Time Clock""))",Chrome 129.0.0.0,,,27-09-2024 15:37:37,27-09-2024 15:37:38,0.956s,PASSED
"setText(findTestObject(""Object Repository/Specific Cases Repository/LS/Calendar/Calendar_Events/Calendar_Events_Creation/Appointment/Page_Calendar/Start Time Clock""), ""1500"")",Chrome 129.0.0.0,,,27-09-2024 15:37:38,27-09-2024 15:37:39,0.575s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Calendar/Calendar_Events/Calendar_Events_Creation/Appointment/Page_Calendar/End Time Clock""))",Chrome 129.0.0.0,,,27-09-2024 15:37:39,27-09-2024 15:37:39,0.493s,PASSED
"setText(findTestObject(""Object Repository/Specific Cases Repository/LS/Calendar/Calendar_Events/Calendar_Events_Creation/Appointment/Page_Calendar/End Time Clock""), ""1600"")",Chrome 129.0.0.0,,,27-09-2024 15:37:39,27-09-2024 15:37:40,0.891s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Calendar/Calendar_Events/Calendar_Events_Creation/Appointment/Page_Calendar/button_Reminder__simple-switch-track""))",Chrome 129.0.0.0,,,27-09-2024 15:37:40,27-09-2024 15:37:41,0.616s,PASSED
"setText(findTestObject(""Specific Cases Repository/LS/Calendar/Calendar_Events/Calendar_Events_Creation/Event/Page_Calendar/input_Reminder_select2-search__field""), ""15"")",Chrome 129.0.0.0,,,27-09-2024 15:37:41,27-09-2024 15:37:41,0.610s,PASSED
"sendKeys(findTestObject(""Specific Cases Repository/LS/Calendar/Calendar_Events/Calendar_Events_Creation/Event/Page_Calendar/input_Reminder_select2-search__field""), Keys.chord(ENTER))",Chrome 129.0.0.0,,,27-09-2024 15:37:41,27-09-2024 15:37:42,0.501s,PASSED
"setText(findTestObject(""Object Repository/Specific Cases Repository/LS/Calendar/Calendar_Events/Calendar_Events_Creation/Appointment/Page_Calendar/input_Notes_notes""), ""Automation Future Test Note"")",Chrome 129.0.0.0,,,27-09-2024 15:37:42,27-09-2024 15:37:43,0.796s,PASSED
"scrollToElement(findTestObject(""Specific Cases Repository/LS/Calendar/Calendar_Events/Calendar_Events_Creation/Appointment/Page_Calendar/a_Save""), 0)",Chrome 129.0.0.0,,,27-09-2024 15:37:43,27-09-2024 15:37:43,0.274s,PASSED
"click(findTestObject(""Specific Cases Repository/LS/Calendar/Calendar_Events/Calendar_Events_Creation/Appointment/Page_Calendar/a_Save""))",Chrome 129.0.0.0,,,27-09-2024 15:37:43,27-09-2024 15:37:43,0.294s,PASSED
"click(findTestObject(""Specific Cases Repository/LS/Calendar/Calendar_Events/Calendar_Events_Creation/Appointment/Page_Calendar/Next Week Arrow""))",Chrome 129.0.0.0,,,27-09-2024 15:37:43,27-09-2024 15:37:44,0.376s,PASSED
"scrollToElement(findTestObject(""Specific Cases Repository/LS/Calendar/Calendar_Events/Calendar_Events_Creation/Appointment/Page_Calendar/a_Automation Test with A Automation, A Clie_8f5a4c - Future""), 0)",Chrome 129.0.0.0,,,27-09-2024 15:37:44,27-09-2024 15:37:46,2.759s,PASSED
"mouseOver(findTestObject(""Specific Cases Repository/LS/Calendar/Calendar_Events/Calendar_Events_Creation/Appointment/Page_Calendar/a_Automation Test with A Automation, A Clie_8f5a4c - Future""))",Chrome 129.0.0.0,,,27-09-2024 15:37:46,27-09-2024 15:37:47,0.453s,PASSED
